AREA NAME,Crm Cd Desc,Vict Age,Vict Sex,Premis Desc,Weapon Desc,Status Desc,LOCATION,Cross Street,Month
Central,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",31.0,F,"VEHICLE, PASSENGER/TRUCK","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,5TH,WALL,05
Central,OTHER MISCELLANEOUS CRIME,42.0,M,PARKING LOT,,Invest Cont,800    WALL                         ST,,05
Central,OTHER MISCELLANEOUS CRIME,,M,SIDEWALK,,Invest Cont,1300 S  LOS ANGELES                  ST,,05
Central,OTHER MISCELLANEOUS CRIME,30.0,M,"GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY)",,Adult Arrest,200 N  SPRING                       ST,,05
Central,INTIMATE PARTNER - SIMPLE ASSAULT,34.0,F,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,200    LEROY                        ST,,05
Central,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",41.0,F,RESTAURANT/FAST FOOD,,Invest Cont,400 S  FIGUEROA                     ST,,05
Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",17.0,F,OTHER RESIDENCE,UNKNOWN WEAPON/OTHER WEAPON,Adult Arrest,800    JAMES M WOOD                 BL,,05
Central,BATTERY - SIMPLE ASSAULT,52.0,M,OTHER RESIDENCE,OTHER KNIFE,Adult Other,500 S  LOS ANGELES                  ST,,05
Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",32.0,F,HOTEL,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,600 S  MAIN                         ST,,05
Central,CRIMINAL THREATS - NO WEAPON DISPLAYED,43.0,M,STREET,,Invest Cont,1000    ALHAMBRA                     AV,,05
Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",39.0,M,SIDEWALK,STICK,Adult Other,5TH                          ST,ALAMEDA,05
Central,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",45.0,M,"VEHICLE, PASSENGER/TRUCK",,Invest Cont,ARCADIA,BROADWAY,05
Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",45.0,M,SIDEWALK,STICK,Adult Other,5TH                          ST,ALAMEDA,05
Central,BATTERY - SIMPLE ASSAULT,54.0,M,STREET,UNKNOWN FIREARM,Invest Cont,6TH                          ST,GLADYS                       ST,05
Central,BATTERY - SIMPLE ASSAULT,48.0,M,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,7TH                          ST,MAPLE,05
Central,BATTERY - SIMPLE ASSAULT,58.0,M,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,200    BOYD                         ST,,05
Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",63.0,M,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",STICK,Invest Cont,1300 S  FLOWER                       ST,,05
Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",33.0,M,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,5TH,LOS ANGELES                  ST,05
Central,ROBBERY,30.0,M,OTHER STORE,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,700 W  7TH                          ST,,05
Central,ROBBERY,30.0,M,BUS STOP,OTHER KNIFE,Invest Cont,7TH,GRAND                        AV,06
Central,ROBBERY,25.0,F,STREET,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,1ST,ALAMEDA                      ST,06
Central,BURGLARY FROM VEHICLE,34.0,F,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,FIGUEROA,TEMPLE,05
Central,ATTEMPTED ROBBERY,17.0,M,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,6TH                          ST,MAPLE                        ST,06
Central,BATTERY - SIMPLE ASSAULT,43.0,F,OTHER PREMISE,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,500 S  SAN PEDRO                    ST,,06
Central,INTIMATE PARTNER - SIMPLE ASSAULT,43.0,M,PARKING LOT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,200    SOTELLO                      ST,,06
Central,BATTERY - SIMPLE ASSAULT,83.0,F,SINGLE FAMILY DWELLING,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,800    CENTENNIAL                   ST,,06
Central,INTIMATE PARTNER - SIMPLE ASSAULT,32.0,F,OFFICE BUILDING/OFFICE,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,500 W  6TH                          ST,,06
Central,BURGLARY,30.0,F,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,Invest Cont,700 W  OLYMPIC                      BL,,06
Central,BURGLARY,33.0,F,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,Invest Cont,700 W  OLYMPIC                      BL,,06
Central,ROBBERY,49.0,M,JEWELRY STORE,MACE/PEPPER SPRAY,Adult Arrest,600 S  BROADWAY                     ST,,06
Central,BATTERY - SIMPLE ASSAULT,40.0,M,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,600 S  SAN JULIAN                   ST,,06
Central,BATTERY - SIMPLE ASSAULT,9.0,F,BAR/COCKTAIL/NIGHTCLUB,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,200 N  MAIN                         ST,,06
Central,THEFT PLAIN - PETTY ($950 & UNDER),44.0,F,OTHER STORE,,Invest Cont,700 S  BROADWAY,,06
Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",44.0,M,STREET,FOLDING KNIFE,Invest Cont,ALAMEDA                      ST,6TH                          ST,06
Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",46.0,M,SIDEWALK,SWITCH BLADE,Invest Cont,MAPLE                        AV,6TH                          ST,06
Central,BATTERY - SIMPLE ASSAULT,24.0,F,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,300 E  11TH                         ST,,06
Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",29.0,F,STREET,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,300 S  WALL                         ST,,06
Central,ROBBERY,34.0,M,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,ALAMEDA                      ST,3RD                          ST,06
Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",37.0,M,SIDEWALK,OTHER KNIFE,Invest Cont,200 W  TEMPLE                       ST,,06
Central,BATTERY POLICE (SIMPLE),40.0,F,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,BROADWAY                     ST,5TH                          ST,06
Central,INTIMATE PARTNER - SIMPLE ASSAULT,20.0,M,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,SAN JULIAN,ALAMEDA                      ST,06
Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",49.0,M,STREET,BLUNT INSTRUMENT,Adult Other,7TH                          ST,CERES,06
Central,BURGLARY,47.0,M,OTHER BUSINESS,,Invest Cont,800    SAN JULIAN                   ST,,06
Central,BATTERY - SIMPLE ASSAULT,45.0,M,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,500 E  7TH                          ST,,06
Central,CHILD ABUSE (PHYSICAL) - AGGRAVATED ASSAULT,,F,"VEHICLE, PASSENGER/TRUCK","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,900 N  VIGNES                       ST,,06
Central,CHILD NEGLECT (SEE 300 W.I.C.),6.0,M,"VEHICLE, PASSENGER/TRUCK",,Invest Cont,900 N  VIGNES                       ST,,06
Central,BURGLARY FROM VEHICLE,51.0,F,PARKING LOT,,Invest Cont,400 W  7TH                          ST,,06
Central,BATTERY - SIMPLE ASSAULT,34.0,M,"VEHICLE, PASSENGER/TRUCK","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,6TH,WALL,07
Central,BATTERY - SIMPLE ASSAULT,37.0,F,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,5TH                          ST,WALL                         ST,06
Central,INTIMATE PARTNER - SIMPLE ASSAULT,49.0,F,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,600 S  SAN PEDRO                    ST,,06
Central,CRIMINAL THREATS - NO WEAPON DISPLAYED,44.0,M,OTHER PREMISE,,Invest Cont,600 W  18TH                         ST,,06
Central,VANDALISM - MISDEAMEANOR ($399 OR UNDER),52.0,M,CONSTRUCTION SITE,,Invest Cont,1500 S  FLOWER                       ST,,06
Central,"THEFT, PERSON",35.0,M,STREET,,Invest Cont,PICO,FLOWER                       ST,06
Central,THROWING OBJECT AT MOVING VEHICLE,,M,STREET,,Invest Cont,VENICE,FLOWER,06
Central,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",,M,OTHER BUSINESS,,Invest Cont,FLOWER,9TH                          ST,06
Central,DISTURBING THE PEACE,,M,STREET,,Invest Cont,FLOWER                       ST,9TH                          ST,06
Central,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",,M,OTHER BUSINESS,,Adult Arrest,1100 S  OLIVE                        ST,,06
Central,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",25.0,M,"VEHICLE, PASSENGER/TRUCK",,Invest Cont,15TH,OLIVE,06
Central,VANDALISM - MISDEAMEANOR ($399 OR UNDER),28.0,F,"VEHICLE, PASSENGER/TRUCK",,Invest Cont,1800 S  FLOWER                       ST,,06
Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",31.0,M,STREET,KNIFE WITH BLADE 6INCHES OR LESS,Invest Cont,6TH,CROCKER,06
Central,INTIMATE PARTNER - SIMPLE ASSAULT,29.0,F,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,400    SOLANO                       AV,,06
Central,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",56.0,M,STREET,,Invest Cont,HILL                         ST,6TH                          ST,06
Central,VANDALISM - MISDEAMEANOR ($399 OR UNDER),,M,STREET,,Invest Cont,9TH                          ST,FLOWER                       ST,06
Central,BATTERY - SIMPLE ASSAULT,32.0,M,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,600 W  6TH                          ST,,06
Central,ROBBERY,29.0,F,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,8TH,HILL                         ST,06
Central,ROBBERY,33.0,M,SIDEWALK,SEMI-AUTOMATIC PISTOL,Adult Other,3RD                          ST,FLOWER,06
Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",59.0,M,STREET,VEHICLE,Invest Cont,700 N  GRAND                        AV,,06
Central,OTHER ASSAULT,35.0,M,STREET,VEHICLE,Invest Cont,PICO,MAPLE                        ST,06
Central,INTIMATE PARTNER - SIMPLE ASSAULT,34.0,F,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,1100 S  GRAND                        AV,,06
Central,"RAPE, FORCIBLE",13.0,F,HOTEL,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,500 S  SPRING                       ST,,06
Central,INTIMATE PARTNER - SIMPLE ASSAULT,19.0,F,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,LOS ANGELES                  ST,ALAMEDA,06
Central,OTHER MISCELLANEOUS CRIME,42.0,M,ALLEY,,Adult Arrest,1000    SANTEE                       ST,,06
Central,TRESPASSING,25.0,M,HOSPITAL,,Invest Cont,1400 S  GRAND                        AV,,06
Central,ROBBERY,30.0,M,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,500 S  HILL                         ST,,06
Central,BATTERY - SIMPLE ASSAULT,17.0,M,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,17TH                         ST,HILL                         ST,06
Central,BATTERY - SIMPLE ASSAULT,18.0,M,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,17TH                         ST,HILL                         ST,06
Central,BURGLARY,29.0,F,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,Invest Cont,400 S  MAIN                         ST,,06
Central,THEFT PLAIN - PETTY ($950 & UNDER),19.0,M,STREET,,Invest Cont,400 S  BROADWAY,,06
Central,INTIMATE PARTNER - SIMPLE ASSAULT,48.0,F,SINGLE FAMILY DWELLING,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,500    CERES                        AV,,07
Central,ROBBERY,49.0,M,SIDEWALK,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,300 E  5TH                          ST,,07
Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",31.0,M,STREET,OTHER KNIFE,Invest Cont,6TH,SAN JULIAN,07
Central,OTHER MISCELLANEOUS CRIME,26.0,M,STREET,,Invest Cont,800 W  OLYMPIC                      BL,,07
Central,INTIMATE PARTNER - SIMPLE ASSAULT,29.0,M,DRIVEWAY,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,SAN PEDRO,WINSTON,07
Central,VIOLATION OF RESTRAINING ORDER,25.0,F,RESTAURANT/FAST FOOD,,Invest Cont,4TH,HILL                         ST,07
Central,BATTERY - SIMPLE ASSAULT,26.0,M,RESTAURANT/FAST FOOD,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,4TH,HILL,07
Central,ROBBERY,26.0,M,STREET,FOLDING KNIFE,Invest Cont,7TH,FLOWER,07
Central,BURGLARY FROM VEHICLE,25.0,F,STREET,,Invest Cont,NEW DEPOT                    ST,ALPINE                       ST,07
Central,ROBBERY,52.0,M,SIDEWALK,OTHER CUTTING INSTRUMENT,Invest Cont,7TH                          ST,SAN PEDRO,07
Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",28.0,M,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,MAIN                         ST,5TH                          ST,07
Central,ATTEMPTED ROBBERY,46.0,F,RESTAURANT/FAST FOOD,SIMULATED GUN,Adult Other,MAIN                         ST,4TH                          ST,07
Central,INTIMATE PARTNER - SIMPLE ASSAULT,22.0,F,PARKING LOT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,9TH,HILL                         ST,07
Central,LEWD CONDUCT,41.0,M,SIDEWALK,,Invest Cont,GEORGIA,JAMES WOOD,07
Central,BATTERY - SIMPLE ASSAULT,34.0,M,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,4TH                          ST,SAN PEDRO,07
Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",57.0,M,SIDEWALK,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,WALL,WINSTON,07
Central,CRIMINAL THREATS - NO WEAPON DISPLAYED,63.0,M,BUS STOP,VERBAL THREAT,Invest Cont,OLIVE,7TH                          ST,07
Central,BATTERY - SIMPLE ASSAULT,33.0,M,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,5TH                          ST,SAN JULIAN,07
Central,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",35.0,F,"VEHICLE, PASSENGER/TRUCK",,Invest Cont,800 W  1ST                          ST,,07
Central,BATTERY POLICE (SIMPLE),,M,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,HILL                         ST,COLLEGE,07
Central,ROBBERY,21.0,M,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,SAN PEDRO,WINSTON                      ST,07
Central,SHOPLIFTING - PETTY THEFT ($950 & UNDER),23.0,M,DEPARTMENT STORE,,Adult Arrest,700 W  7TH                          ST,,07
Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",21.0,M,OTHER BUSINESS,SCISSORS,Invest Cont,OLIVE                        ST,7TH                          ST,07
Central,OTHER MISCELLANEOUS CRIME,9.0,M,STREET,,Adult Arrest,700 S  MAIN                         ST,,07
Central,BATTERY - SIMPLE ASSAULT,28.0,M,"VEHICLE, PASSENGER/TRUCK","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,6TH,WALL,07
Central,BATTERY - SIMPLE ASSAULT,34.0,M,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,6TH,WALL,07
Central,ROBBERY,38.0,M,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,6TH,GLADYS,07
Central,ATTEMPTED ROBBERY,,M,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,HILL                         ST,7TH                          ST,07
Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",45.0,M,STREET,BOTTLE,Adult Other,600    WILSHIRE                     BL,,07
Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",42.0,M,SIDEWALK,KNIFE WITH BLADE 6INCHES OR LESS,Invest Cont,500    CROCKER                      ST,,07
Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",24.0,F,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,SAN JULIAN                   ST,6TH                          ST,07
Central,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",24.0,M,OTHER BUSINESS,,Adult Arrest,OLIVE                        ST,7TH                          ST,07
Central,BATTERY - SIMPLE ASSAULT,30.0,F,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,5TH,SAN JULIAN                   ST,07
Central,ROBBERY,27.0,M,STREET,VERBAL THREAT,Adult Other,7TH,OLIVE                        ST,07
Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",24.0,M,SIDEWALK,KNIFE WITH BLADE OVER 6 INCHES IN LENGTH,Invest Cont,7TH,WALL                         ST,07
Central,ROBBERY,54.0,F,OTHER BUSINESS,HAND GUN,Invest Cont,900 N  BROADWAY,,07
Central,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",32.0,M,NIGHT CLUB (OPEN EVENINGS ONLY),"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,800 W  OLYMPIC                      BL,,07
Central,ROBBERY,39.0,M,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,1200    INNES                        AV,,07
Central,ROBBERY,,M,PARKING LOT,BELT FLAILING INSTRUMENT/CHAIN,Adult Other,FIGUEROA,11TH                         ST,07
Central,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",,F,"VEHICLE, PASSENGER/TRUCK",,Invest Cont,5TH,TOWNE,07
Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",22.0,M,STREET,HAND GUN,Adult Arrest,SAN JUIAN,6TH                          ST,07
Central,ROBBERY,20.0,M,SIDEWALK,SEMI-AUTOMATIC PISTOL,Invest Cont,5TH                          ST,SAN JULIAN                   ST,07
Central,SHOPLIFTING - PETTY THEFT ($950 & UNDER),34.0,F,DRUG STORE,,Adult Other,600 W  7TH                          ST,,07
Central,BATTERY - SIMPLE ASSAULT,28.0,F,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,BROADWAY,VENICE                       BL,07
Central,DOCUMENT FORGERY / STOLEN FELONY,30.0,M,LIQUOR STORE,,Invest Cont,300 W  PICO                         BL,,07
Central,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),12.0,F,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,Invest Cont,500 S  SAN PEDRO                    ST,,07
Central,"RAPE, FORCIBLE",28.0,F,SINGLE FAMILY DWELLING,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,500 N  HILL                         ST,,07
Central,"RAPE, FORCIBLE",21.0,F,OTHER BUSINESS,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,700 S  HOPE                         ST,,07
Central,BATTERY - SIMPLE ASSAULT,27.0,M,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,8TH                          ST,SAN PEDRO,07
Central,ROBBERY,43.0,M,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,6TH,SAN JULIAN,07
Central,VANDALISM - MISDEAMEANOR ($399 OR UNDER),9.0,M,STREET,,Invest Cont,900    EVERETT                      ST,,08
Central,BATTERY - SIMPLE ASSAULT,60.0,M,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,500 W  7TH                          ST,,08
Central,BATTERY - SIMPLE ASSAULT,17.0,F,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,MAIN                         ST,CESAR E CHAVEZ,08
Central,THEFT PLAIN - PETTY ($950 & UNDER),31.0,F,DEPARTMENT STORE,,Adult Arrest,700 W  7TH                          ST,,08
Central,SHOTS FIRED AT INHABITED DWELLING,38.0,M,BANK,UNKNOWN FIREARM,Invest Cont,400 S  FIGUEROA                     ST,,08
Central,THEFT PLAIN - PETTY ($950 & UNDER),37.0,M,DEPARTMENT STORE,,Invest Cont,700 W  7TH                          ST,,08
Central,BATTERY POLICE (SIMPLE),,M,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,300 E  12TH                         ST,,08
Central,VANDALISM - MISDEAMEANOR ($399 OR UNDER),60.0,M,HOTEL,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,500    MAPLE                        AV,,08
Central,ROBBERY,41.0,M,OTHER BUSINESS,AUTOMATIC WEAPON/SUB-MACHINE GUN,Invest Cont,1500    SANTEE                       ST,,08
Central,THEFT OF IDENTITY,26.0,F,SINGLE FAMILY DWELLING,,Invest Cont,800 N  ALAMEDA                      ST,,08
Central,BURGLARY,29.0,F,MARKET,,Invest Cont,300 E  8TH                          ST,,08
Central,BURGLARY,25.0,F,OTHER BUSINESS,,Invest Cont,300 E  8TH                          ST,,08
Central,ATTEMPTED ROBBERY,58.0,M,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,SOLANO,N  BROADWAY,08
Central,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",60.0,M,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,Adult Arrest,500 E  7TH                          ST,,08
Central,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,,M,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,6TH,SAN PEDRO,08
Central,THEFT PLAIN - PETTY ($950 & UNDER),23.0,F,DEPARTMENT STORE,,Invest Cont,700 W  7TH                          ST,,08
Central,BURGLARY FROM VEHICLE,49.0,M,STREET,,Invest Cont,300 W  8TH                          ST,,08
Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",47.0,M,SIDEWALK,FOLDING KNIFE,Invest Cont,8TH,WALL                         ST,08
Central,THEFT PLAIN - PETTY ($950 & UNDER),45.0,M,OTHER BUSINESS,,Invest Cont,600 W  9TH                          ST,,08
Central,INTIMATE PARTNER - SIMPLE ASSAULT,29.0,M,OTHER BUSINESS,,Invest Cont,900    CHUNG KING                   RD,,08
Central,INTIMATE PARTNER - SIMPLE ASSAULT,57.0,M,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,5TH                          ST,LOS ANGELES,08
Central,INTIMATE PARTNER - SIMPLE ASSAULT,38.0,F,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,5TH,LOS ANGELES                  ST,08
Central,VANDALISM - MISDEAMEANOR ($399 OR UNDER),31.0,F,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,Invest Cont,800 S  FLOWER                       ST,,08
Central,INTIMATE PARTNER - SIMPLE ASSAULT,28.0,F,HOTEL,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,500    SAN JULIAN                   ST,,08
Central,BRANDISH WEAPON,22.0,M,STREET,OTHER KNIFE,Adult Arrest,7TH,CENTRAL                      AV,08
Central,ROBBERY,25.0,M,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,200 E  6TH                          ST,,08
Central,BATTERY - SIMPLE ASSAULT,33.0,M,SINGLE FAMILY DWELLING,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,1300 S  HOPE                         ST,,08
Central,BATTERY - SIMPLE ASSAULT,51.0,F,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,500    SAN JULIAN                   ST,,08
Central,SHOPLIFTING - PETTY THEFT ($950 & UNDER),23.0,M,DEPARTMENT STORE,,Invest Cont,700 W  7TH                          ST,,08
Central,BATTERY - SIMPLE ASSAULT,60.0,F,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,6TH                          ST,SAN PEDRO,08
Central,ROBBERY,52.0,M,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,SAN JULIAN                   ST,6TH                          ST,08
Central,BATTERY - SIMPLE ASSAULT,35.0,M,PARKING LOT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,COTTAGE HOME                 PL,OLYMPIC                      BL,08
Central,TRESPASSING,40.0,M,"TRAIN DEPOT/TERMINAL, OTHER THAN MTA",,Invest Cont,800 N  ALAMEDA                      ST,,08
Central,VANDALISM - MISDEAMEANOR ($399 OR UNDER),22.0,M,SIDEWALK,,Adult Other,HILL,VENICE,08
