,Date Rptd,AREA NAME,Crm Cd Desc,Vict Age,Vict Sex,Vict Descent,Premis Desc,Weapon Desc,Status Desc,LOCATION,Cross Street
1008,2/7/2010 0:00,Central,VANDALISM - MISDEAMEANOR ($399 OR UNDER),24,F,H,PARKING LOT,,Invest Cont,900 N  BROADWAY,
1009,2/7/2010 0:00,Central,BATTERY - SIMPLE ASSAULT,41,M,H,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,400 S  BROADWAY,
1010,2/7/2010 0:00,Central,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",25,M,B,OTHER BUSINESS,,Invest Cont,500 W  5TH                          ST,
1011,2/7/2010 0:00,Central,BATTERY - SIMPLE ASSAULT,36,M,B,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,900 N  HILL                         ST,
1012,2/7/2010 0:00,Central,BATTERY - SIMPLE ASSAULT,53,F,W,PATIO*,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,6TH,SAN PEDRO
1013,2/7/2010 0:00,Central,BATTERY - SIMPLE ASSAULT,59,F,W,PATIO*,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,500 S  SAN PEDRO                    ST,
1014,2/7/2010 0:00,Central,"THEFT, PERSON",47,M,H,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,ORD                          ST,SPRING                       ST
1015,2/7/2010 0:00,Central,VANDALISM - MISDEAMEANOR ($399 OR UNDER),44,F,W,OTHER BUSINESS,,Invest Cont,2000 E  7TH                          ST,
1016,2/7/2010 0:00,Central,BATTERY - SIMPLE ASSAULT,59,F,O,OTHER BUSINESS,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,1700 N  SPRING                       ST,
1017,2/7/2010 0:00,Central,ROBBERY,58,M,B,BUS STOP,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,PICO                         BL,GRAND                        AV
1018,2/7/2010 0:00,Central,OTHER MISCELLANEOUS CRIME,41,M,W,ALLEY,,Adult Arrest,1000    MAPLE                        AV,
1019,2/7/2010 0:00,Central,BURGLARY FROM VEHICLE,71,M,O,STREET,,Invest Cont,HOPE                         ST,KOSEIUSZKO                   ST
1020,2/7/2010 0:00,Central,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",37,M,B,SINGLE FAMILY DWELLING,,Invest Cont,200 S  GRAND                        AV,
1021,2/6/2010 0:00,Central,ATTEMPTED ROBBERY,16,F,H,SIDEWALK,VERBAL THREAT,Invest Cont,N  BROADWAY,CESAR E CHAVEZ
1022,2/7/2010 0:00,Central,BATTERY - SIMPLE ASSAULT,51,F,B,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,1500    MAPLE                        AV,
1023,2/8/2010 0:00,Central,VIOLATION OF RESTRAINING ORDER,56,M,B,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,Adult Arrest,600 E  5TH                          ST,
1024,2/8/2010 0:00,Central,INTIMATE PARTNER - SIMPLE ASSAULT,34,M,B,HOTEL,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,700    MAIN                         ST,
1025,2/8/2010 0:00,Central,BATTERY WITH SEXUAL CONTACT,0,F,B,LIBRARY,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,600 W  5TH                          ST,
1026,2/8/2010 0:00,Central,BATTERY WITH SEXUAL CONTACT,0,F,B,LIBRARY,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,600 W  5TH                          ST,
1027,2/7/2010 0:00,Central,BATTERY - SIMPLE ASSAULT,51,F,B,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,VENICE,MAPLE
1028,2/12/2010 0:00,Central,VIOLATION OF COURT ORDER,0,M,W,SIDEWALK,,Invest Cont,BLOOM,CARDINAL
1029,2/8/2010 0:00,Central,VANDALISM - MISDEAMEANOR ($399 OR UNDER),37,F,B,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,Invest Cont,1500 S  GRAND                        AV,
1030,2/8/2010 0:00,Central,INTIMATE PARTNER - SIMPLE ASSAULT,50,M,B,SIDEWALK,STICK,Invest Cont,500 S  SPRING                       ST,
1031,2/8/2010 0:00,Central,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",53,M,B,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,Invest Cont,1300 S  OLIVE                        ST,
1032,2/8/2010 0:00,Central,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",52,M,A,OTHER RESIDENCE,,Invest Cont,600 S  MAIN                         ST,
1033,2/8/2010 0:00,Central,THEFT PLAIN - PETTY ($950 & UNDER),23,M,B,DEPARTMENT STORE,,Invest Cont,700 W  7TH                          ST,
1034,2/8/2010 0:00,Central,THEFT PLAIN - PETTY ($950 & UNDER),0,M,B,OTHER BUSINESS,,Invest Cont,700 W  7TH                          ST,
1035,2/9/2010 0:00,Central,INTIMATE PARTNER - SIMPLE ASSAULT,34,F,H,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,LOS ANGELES                  ST,101 FRWY
1036,2/9/2010 0:00,Central,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",73,F,W,PUBLIC RESTROOM(INDOORS-INSIDE),,Invest Cont,600 S  HILL                         ST,
1037,2/9/2010 0:00,Central,THEFT PLAIN - PETTY ($950 & UNDER),27,M,H,OTHER BUSINESS,,Invest Cont,300 N  LOS ANGELES                  ST,
1038,2/9/2010 0:00,Central,CRIMINAL THREATS - NO WEAPON DISPLAYED,40,M,A,RESTAURANT/FAST FOOD,,Adult Other,300 E  2ND                          ST,
1039,2/5/2010 0:00,Central,ROBBERY,70,M,B,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,6TH                          ST,SAN PEDRO
1040,2/9/2010 0:00,Central,THEFT OF IDENTITY,27,M,W,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,Invest Cont,600 S  FLOWER                       ST,
1041,2/9/2010 0:00,Central,ROBBERY,48,M,B,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,7TH,WALL
1042,2/9/2010 0:00,Central,INDECENT EXPOSURE,27,M,B,STREET,,Invest Cont,6TH,STANFORD
1043,2/9/2010 0:00,Central,PEEPING TOM,21,F,W,PUBLIC RESTROOM(INDOORS-INSIDE),,Invest Cont,800 S  LOS ANGELES                  ST,
1044,2/9/2010 0:00,Central,BATTERY - SIMPLE ASSAULT,31,F,H,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,1100    SANTEE                       ST,
1045,2/9/2010 0:00,Central,BATTERY - SIMPLE ASSAULT,44,F,H,OTHER BUSINESS,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,1100    SANTEE                       ST,
1046,2/9/2010 0:00,Central,VEHICLE - STOLEN,0,,,STREET,,Invest Cont,200 S  GRAND                        AV,
1047,2/9/2010 0:00,Central,"THEFT, PERSON",49,F,W,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,OLYMPIC,WALL
1048,2/9/2010 0:00,Central,THEFT OF IDENTITY,74,F,O,SINGLE FAMILY DWELLING,,Invest Cont,700    NEW DEPOT                    ST,
1049,2/9/2010 0:00,Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",18,M,O,SIDEWALK,BOTTLE,Invest Cont,ALPINE                       ST,YALE
1050,2/9/2010 0:00,Central,THEFT PLAIN - PETTY ($950 & UNDER),23,M,B,DEPARTMENT STORE,,Invest Cont,700 W  7TH                          ST,
1051,2/10/2010 0:00,Central,BURGLARY FROM VEHICLE,26,F,O,PARKING LOT,,Invest Cont,900    WHITE KNOLL                  DR,
1052,2/10/2010 0:00,Central,CRIMINAL THREATS - NO WEAPON DISPLAYED,27,M,O,RESTAURANT/FAST FOOD,VERBAL THREAT,Invest Cont,800    TRACTION                     AV,
1053,2/10/2010 0:00,Central,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",30,F,A,OFFICE BUILDING/OFFICE,,Invest Cont,800 W  7TH                          ST,
1054,2/9/2010 0:00,Central,BATTERY - SIMPLE ASSAULT,29,M,B,RESTAURANT/FAST FOOD,CAUSTIC CHEMICAL/POISON,Invest Cont,BROADWAY,4TH                          ST
1055,2/10/2010 0:00,Central,VEHICLE - STOLEN,0,,,PARKING LOT,,Invest Cont,300 S  SPRING                       ST,
1056,2/11/2010 0:00,Central,THEFT PLAIN - PETTY ($950 & UNDER),31,M,H,OTHER STORE,,Adult Arrest,500 S  SAN PEDRO                    ST,
1057,2/11/2010 0:00,Central,OTHER MISCELLANEOUS CRIME,36,M,H,POLICE FACILITY,,Invest Cont,200 E  6TH                          ST,
1058,2/10/2010 0:00,Central,VANDALISM - MISDEAMEANOR ($399 OR UNDER),26,F,H,STREET,,Invest Cont,HOPE                         ST,VENICE
1059,2/10/2010 0:00,Central,OTHER MISCELLANEOUS CRIME,0,M,O,POLICE FACILITY,,Invest Cont,200 E  6TH                          ST,
1060,2/10/2010 0:00,Central,VIOLATION OF RESTRAINING ORDER,50,F,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,Invest Cont,500    MAPLE                        AV,
1061,2/11/2010 0:00,Central,VANDALISM - MISDEAMEANOR ($399 OR UNDER),20,M,H,OFFICE BUILDING/OFFICE,,Adult Arrest,MAIN                         ST,COLLEGE
1062,2/13/2010 0:00,Central,VEHICLE - STOLEN,0,,,STREET,,Invest Cont,LLEWELLYN,N  SPRING
1063,2/11/2010 0:00,Central,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",61,M,W,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,Invest Cont,1300 S  HOPE                         ST,
1064,2/11/2010 0:00,Central,ROBBERY,32,M,H,OTHER BUSINESS,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,600 W  9TH                          ST,
1065,2/11/2010 0:00,Central,THEFT OF IDENTITY,53,F,W,OFFICE BUILDING/OFFICE,,Invest Cont,200 N  MAIN                         ST,
1066,2/11/2010 0:00,Central,VEHICLE - STOLEN,0,,,STREET,,Invest Cont,500    RAMIREZ                      ST,
1067,2/11/2010 0:00,Central,INTIMATE PARTNER - SIMPLE ASSAULT,48,F,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,500    SAN JULIAN                   ST,
1068,2/11/2010 0:00,Central,BURGLARY,54,F,W,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,Invest Cont,400 S  MAIN                         ST,
1069,2/11/2010 0:00,Central,VANDALISM - MISDEAMEANOR ($399 OR UNDER),53,F,O,STREET,,Invest Cont,100 S  ALAMEDA                      ST,
1070,2/11/2010 0:00,Central,THEFT PLAIN - PETTY ($950 & UNDER),31,F,B,RESTAURANT/FAST FOOD,,Invest Cont,OLYMPIC,SANTEE
1071,2/11/2010 0:00,Central,VEHICLE - STOLEN,0,,,STREET,,Invest Cont,HOPE,PICO
1072,2/11/2010 0:00,Central,SHOPLIFTING - PETTY THEFT ($950 & UNDER),23,F,H,DEPARTMENT STORE,,Invest Cont,700 W  7TH                          ST,
1073,2/11/2010 0:00,Central,BATTERY - SIMPLE ASSAULT,30,F,B,RESTAURANT/FAST FOOD,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,100 W  5TH                          ST,
1074,2/11/2010 0:00,Central,VANDALISM - MISDEAMEANOR ($399 OR UNDER),23,M,B,DEPARTMENT STORE,,Invest Cont,700 W  7TH                          ST,
1075,2/11/2010 0:00,Central,BATTERY - SIMPLE ASSAULT,25,F,W,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,600    SAN PEDRO                    ST,
1076,2/11/2010 0:00,Central,THEFT PLAIN - PETTY ($950 & UNDER),60,M,B,OFFICE BUILDING/OFFICE,,Invest Cont,200 N  MAIN                         ST,
1077,2/11/2010 0:00,Central,ROBBERY,30,M,H,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,SPRING                       ST,CESAR E CHAVEZ
1078,2/11/2010 0:00,Central,ROBBERY,29,M,H,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,1ST                          ST,OLIVE                        ST
1079,2/12/2010 0:00,Central,BATTERY - SIMPLE ASSAULT,30,M,H,OTHER BUSINESS,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,800 W  OLYMPIC                      BL,
1080,2/11/2010 0:00,Central,BATTERY - SIMPLE ASSAULT,50,M,W,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,400 E  6TH                          ST,
1081,2/11/2010 0:00,Central,BATTERY - SIMPLE ASSAULT,25,F,B,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,400 S  MAIN                         ST,
1082,2/12/2010 0:00,Central,BURGLARY,0,M,W,OTHER PREMISE,,Invest Cont,100 N  LOS ANGELES                  ST,
1083,2/12/2010 0:00,Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",57,M,H,SIDEWALK,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,4TH                          ST,CROCKER                      ST
1084,2/12/2010 0:00,Central,BATTERY - SIMPLE ASSAULT,60,F,B,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,500 S  SPRING                       ST,
1085,2/27/2010 0:00,Central,INTIMATE PARTNER - SIMPLE ASSAULT,35,M,H,OTHER BUSINESS,,Invest Cont,WASHINGTON,OLIVE
1086,2/12/2010 0:00,Central,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",46,M,W,OTHER BUSINESS,,Invest Cont,800 S  FIGUEROA                     ST,
1087,2/12/2010 0:00,Central,THEFT PLAIN - PETTY ($950 & UNDER),22,M,B,DRUG STORE,,Invest Cont,600 W  7TH                          ST,
1088,2/12/2010 0:00,Central,BATTERY - SIMPLE ASSAULT,45,M,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,1300 S  FLOWER                       ST,
1089,2/12/2010 0:00,Central,BATTERY - SIMPLE ASSAULT,41,F,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,1300 S  FLOWER                       ST,
1090,2/13/2010 0:00,Central,BURGLARY,50,M,B,WAREHOUSE,,Invest Cont,1200 S  MAIN                         ST,
1091,2/13/2010 0:00,Central,BATTERY - SIMPLE ASSAULT,59,F,A,PARKING LOT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,600 N  GRAND                        AV,
1092,2/13/2010 0:00,Central,BATTERY - SIMPLE ASSAULT,40,M,H,PARKING LOT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,100 S  FIGUEROA                     ST,
1093,2/13/2010 0:00,Central,INTIMATE PARTNER - SIMPLE ASSAULT,24,F,B,FREEWAY,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,PASADENA                     FY,SANTA MONICA                 FY
1094,2/13/2010 0:00,Central,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0,,,STREET,,Invest Cont,4TH                          ST,LOS ANGELES                  ST
1095,2/13/2010 0:00,Central,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0,,,STREET,,Invest Cont,HILL                         ST,6TH                          ST
1096,2/13/2010 0:00,Central,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),28,M,W,PARKING UNDERGROUND/BUILDING,,Invest Cont,500 N  FIGUEROA                     ST,
1097,2/13/2010 0:00,Central,VANDALISM - MISDEAMEANOR ($399 OR UNDER),48,M,W,OTHER BUSINESS,,Invest Cont,600 W  7TH                          ST,
1098,2/13/2010 0:00,Central,BURGLARY,39,M,W,HOTEL,,Invest Cont,100 S  LOS ANGELES                  ST,
1099,2/12/2010 0:00,Central,INTIMATE PARTNER - SIMPLE ASSAULT,31,F,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,1100 S  GRAND                        AV,
1100,2/13/2010 0:00,Central,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",56,F,W,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,Adult Arrest,100 S  FIGUEROA                     ST,
1101,2/13/2010 0:00,Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",24,M,W,BAR/COCKTAIL/NIGHTCLUB,BOTTLE,Adult Other,1100 S  OLIVE                        ST,
1102,2/13/2010 0:00,Central,BURGLARY,22,M,B,CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE),,Invest Cont,400 E  6TH                          ST,
1103,2/13/2010 0:00,Central,BURGLARY FROM VEHICLE,26,F,W,STREET,,Invest Cont,600    MATEO                        ST,
1104,2/13/2010 0:00,Central,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",44,F,O,OTHER STORE,,Invest Cont,200    BOYD                         ST,
1105,2/13/2010 0:00,Central,VIOLATION OF COURT ORDER,35,M,H,RESTAURANT/FAST FOOD,,Invest Cont,200 W  WASHINGTON                   BL,
1106,2/13/2010 0:00,Central,VANDALISM - MISDEAMEANOR ($399 OR UNDER),46,M,W,"VEHICLE, PASSENGER/TRUCK",,Invest Cont,800 S  OLIVE                        ST,
1107,2/14/2010 0:00,Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",43,F,B,HOTEL,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,900    WILSHIRE                     BL,
1108,2/14/2010 0:00,Central,BATTERY - SIMPLE ASSAULT,34,F,H,HOTEL,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,500 S  GRAND                        AV,
1109,2/14/2010 0:00,Central,BURGLARY FROM VEHICLE,37,M,H,STREET,,Invest Cont,FREMONT,TEMPLE
1110,2/14/2010 0:00,Central,"THEFT, PERSON",48,M,H,SIDEWALK,,Invest Cont,1800 S  MAIN                         ST,
1111,2/14/2010 0:00,Central,OTHER MISCELLANEOUS CRIME,29,M,H,SIDEWALK,,Adult Other,600 S  SPRING                       ST,
1112,2/27/2010 0:00,Central,VEHICLE - STOLEN,0,,,PARKING LOT,,Invest Cont,9TH,FRANCISCO
1113,2/14/2010 0:00,Central,ROBBERY,29,M,H,"VEHICLE, PASSENGER/TRUCK","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,200 S  MAIN                         ST,
1114,2/14/2010 0:00,Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",53,M,B,SIDEWALK,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,600    SAN JULIAN                   ST,
1115,2/14/2010 0:00,Central,BATTERY - SIMPLE ASSAULT,27,M,H,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,6TH                          ST,SAN PEDRO
1116,2/14/2010 0:00,Central,VEHICLE - STOLEN,0,,,PARKING LOT,,Adult Other,400    BAUCHET                      ST,
1117,2/14/2010 0:00,Central,BATTERY - SIMPLE ASSAULT,34,M,B,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,100 W  7TH                          ST,
1118,2/13/2010 0:00,Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",16,M,O,RESTAURANT/FAST FOOD,BRASS KNUCKLES,Invest Cont,600 N  BROADWAY,
1119,2/15/2010 0:00,Central,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",29,M,W,HOSPITAL,,Adult Arrest,1300 S  HOPE                         ST,
1120,2/15/2010 0:00,Central,BATTERY - SIMPLE ASSAULT,35,M,B,OTHER BUSINESS,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,800 W  OLYMPIC                      BL,
1121,2/15/2010 0:00,Central,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0,M,W,POLICE FACILITY,,Invest Cont,TEMPLE                       ST,LOS ANGELES                  ST
1122,2/15/2010 0:00,Central,BATTERY - SIMPLE ASSAULT,24,M,H,OTHER PREMISE,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,500 S  SAN PEDRO                    ST,
1123,2/15/2010 0:00,Central,INTIMATE PARTNER - SIMPLE ASSAULT,37,F,H,SINGLE FAMILY DWELLING,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,1500 S  HOPE                         ST,
1124,2/15/2010 0:00,Central,VANDALISM - MISDEAMEANOR ($399 OR UNDER),35,F,B,"VEHICLE, PASSENGER/TRUCK",,Invest Cont,600    GLADYS                       AV,
1125,2/15/2010 0:00,Central,BATTERY - SIMPLE ASSAULT,52,F,H,HOTEL,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,800 E  6TH                          ST,
1126,2/14/2010 0:00,Central,BATTERY - SIMPLE ASSAULT,24,F,B,OTHER STORE,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,400    JIN LING                     WY,
1127,2/14/2010 0:00,Central,ROBBERY,20,M,H,BUS STOP,OTHER KNIFE,Invest Cont,7TH,LOS ANGELES
1128,2/15/2010 0:00,Central,THEFT PLAIN - PETTY ($950 & UNDER),58,F,W,SIDEWALK,,Invest Cont,1200 S  FIGUEROA                     ST,
1129,2/15/2010 0:00,Central,CRIMINAL THREATS - NO WEAPON DISPLAYED,40,F,W,NIGHT CLUB (OPEN EVENINGS ONLY),,Adult Arrest,500 S  FLOWER                       ST,
1130,2/15/2010 0:00,Central,BURGLARY FROM VEHICLE,40,F,H,PARKING UNDERGROUND/BUILDING,,Invest Cont,800 S  FLOWER                       ST,
1131,2/15/2010 0:00,Central,BURGLARY FROM VEHICLE,48,M,W,PARKING UNDERGROUND/BUILDING,,Invest Cont,800 S  FLOWER                       ST,
1132,2/15/2010 0:00,Central,CRIMINAL THREATS - NO WEAPON DISPLAYED,49,F,B,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",VERBAL THREAT,Invest Cont,1600 S  HOPE                         ST,
1133,2/15/2010 0:00,Central,BURGLARY FROM VEHICLE,35,M,O,PARKING UNDERGROUND/BUILDING,,Invest Cont,100 S  FIGUEROA                     ST,
1134,2/15/2010 0:00,Central,BURGLARY,30,M,H,PARKING LOT,,Invest Cont,400 E  2ND                          ST,
1135,2/15/2010 0:00,Central,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),22,F,O,PARKING LOT,,Invest Cont,600 W  9TH                          ST,
1136,2/15/2010 0:00,Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",56,M,W,STREET,BOTTLE,Invest Cont,SAN JULIAN,6TH                          ST
1137,2/15/2010 0:00,Central,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",38,F,W,OTHER PREMISE,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,200 E  6TH                          ST,
1138,2/15/2010 0:00,Central,THEFT PLAIN - PETTY ($950 & UNDER),0,F,H,DEPARTMENT STORE,,Invest Cont,700 W  7TH                          ST,
1139,2/15/2010 0:00,Central,BATTERY - SIMPLE ASSAULT,26,F,H,SINGLE FAMILY DWELLING,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,300 S  OLIVE                        ST,
1140,2/16/2010 0:00,Central,CRIMINAL THREATS - NO WEAPON DISPLAYED,25,M,B,OTHER PREMISE,SWITCH BLADE,Adult Arrest,500 S  SAN PEDRO                    ST,
1141,2/15/2010 0:00,Central,VANDALISM - MISDEAMEANOR ($399 OR UNDER),28,M,H,OTHER PREMISE,,Invest Cont,500 W  5TH                          ST,
1142,2/16/2010 0:00,Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",31,M,B,SIDEWALK,STICK,Adult Arrest,700 N  HILL                         ST,
1143,2/15/2010 0:00,Central,BATTERY - SIMPLE ASSAULT,41,M,O,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,900    FIGUEROA                     TR,
1144,2/16/2010 0:00,Central,BATTERY - SIMPLE ASSAULT,28,M,B,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,400 S  MAIN                         ST,
1145,2/16/2010 0:00,Central,BATTERY - SIMPLE ASSAULT,49,F,W,OTHER RESIDENCE,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,300 S  LOS ANGELES                  ST,
1146,4/29/2010 0:00,Central,BURGLARY FROM VEHICLE,25,M,O,PARKING LOT,,Invest Cont,8TH,MAPLE
1147,2/16/2010 0:00,Central,BURGLARY FROM VEHICLE,23,M,W,STREET,,Invest Cont,COLLEGE,FIGUEROA                     TR
1148,2/16/2010 0:00,Central,BATTERY - SIMPLE ASSAULT,45,M,W,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,400 E  6TH                          ST,
1149,2/16/2010 0:00,Central,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",41,M,B,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,Invest Cont,500 S  MAIN                         ST,
1150,2/17/2010 0:00,Central,THEFT PLAIN - PETTY ($950 & UNDER),41,M,H,HEALTH SPA/GYM,,Invest Cont,500 S  FLOWER                       ST,
1151,2/17/2010 0:00,Central,VIOLATION OF RESTRAINING ORDER,21,F,H,"GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY)",,Invest Cont,100 N  HILL                         ST,
1152,2/17/2010 0:00,Central,VEHICLE - STOLEN,0,,,ALLEY,,Invest Cont,1000 S  GRAND                        AV,
1153,2/17/2010 0:00,Central,VEHICLE - STOLEN,0,,,PARKING LOT,,Invest Cont,500 S  MAIN                         ST,
1154,2/17/2010 0:00,Central,VEHICLE - STOLEN,0,,,PARKING LOT,,Invest Cont,8TH,FLOWER
1155,2/17/2010 0:00,Central,INTIMATE PARTNER - SIMPLE ASSAULT,49,M,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,1300 S  FLOWER                       ST,
1156,2/17/2010 0:00,Central,BURGLARY FROM VEHICLE,27,F,B,PARKING UNDERGROUND/BUILDING,,Invest Cont,1300 S  FIGUEROA                     ST,
