,Date Rptd,AREA NAME,Crm Cd Desc,Vict Age,Vict Sex,Vict Descent,Premis Desc,Weapon Desc,Status Desc,LOCATION,Cross Street
2348,4/29/2010 0:00,Central,VANDALISM - MISDEAMEANOR ($399 OR UNDER),22,F,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,Invest Cont,500 S  SPRING                       ST,
2349,4/30/2010 0:00,Central,THEFT PLAIN - PETTY ($950 & UNDER),49,M,H,BUS STOP,,Invest Cont,BROADWAY,4TH                          ST
2350,5/5/2010 0:00,Central,VEHICLE - STOLEN,0,,,STREET,,Invest Cont,MAIN,WINSTON
2351,4/30/2010 0:00,Central,VEHICLE - STOLEN,0,,,STREET,,Invest Cont,COLLEGE,CHAVEZ RAVINE
2352,4/30/2010 0:00,Central,ATTEMPTED ROBBERY,50,M,W,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,6TH,SAN JULIAN
2353,4/30/2010 0:00,Central,BATTERY - SIMPLE ASSAULT,30,M,H,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,200 S  HEWITT                       ST,
2354,4/30/2010 0:00,Central,THEFT PLAIN - PETTY ($950 & UNDER),26,F,H,HOTEL,,Invest Cont,400 S  FIGUEROA                     ST,
2355,4/30/2010 0:00,Central,THEFT PLAIN - PETTY ($950 & UNDER),18,M,H,CLOTHING STORE,,Invest Cont,400 S  BROADWAY,
2356,4/30/2010 0:00,Central,ATTEMPTED ROBBERY,51,M,W,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,5TH,SAN PEDRO
2357,4/30/2010 0:00,Central,VEHICLE - STOLEN,0,,,ALLEY,,Invest Cont,FLOWER                       ST,CAMERON                      ST
2358,5/1/2010 0:00,Central,INTIMATE PARTNER - SIMPLE ASSAULT,27,M,B,BUS STOP,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,3RD,HILL
2359,5/1/2010 0:00,Central,BURGLARY FROM VEHICLE,23,F,W,PARKING LOT,,Invest Cont,500 S  MAIN                         ST,
2360,5/1/2010 0:00,Central,THEFT PLAIN - PETTY ($950 & UNDER),59,M,W,SIDEWALK,,Invest Cont,HILL                         ST,6TH                          ST
2361,5/1/2010 0:00,Central,ROBBERY,14,M,H,SIDEWALK,VERBAL THREAT,Invest Cont,WASHINGTON                   AV,FIGUEROA                     ST
2362,4/30/2010 0:00,Central,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",60,M,W,CONVENTION CENTER,,Invest Cont,1200 S  FIGUEROA                     ST,
2363,5/1/2010 0:00,Central,VIOLATION OF COURT ORDER,35,M,H,PARKING LOT,,Invest Cont,HILL                         ST,WASHINGTON                   BL
2364,5/1/2010 0:00,Central,VANDALISM - MISDEAMEANOR ($399 OR UNDER),45,F,W,"VEHICLE, PASSENGER/TRUCK",,Invest Cont,100 N  FIGUEROA                     ST,
2365,5/1/2010 0:00,Central,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",22,F,W,SIDEWALK,,Invest Cont,FIGUEROA,OLYMPIC
2366,5/1/2010 0:00,Central,VEHICLE - STOLEN,0,,,PARKING LOT,,Invest Cont,800 E  1ST                          ST,
2367,5/31/2010 0:00,Central,VEHICLE - STOLEN,0,,,STREET,,Invest Cont,300 W  9TH                          ST,
2368,5/1/2010 0:00,Central,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",9,F,B,OTHER BUSINESS,,Invest Cont,1200 S  FIGUEROA                     ST,
2369,5/1/2010 0:00,Central,BATTERY - SIMPLE ASSAULT,33,M,W,ALLEY,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,1300 S  FIGUEROA                     ST,
2370,5/1/2010 0:00,Central,VANDALISM - MISDEAMEANOR ($399 OR UNDER),9,M,O,SIDEWALK,,Invest Cont,BROADWAY,OLYMPIC
2371,5/1/2010 0:00,Central,BRANDISH WEAPON,16,M,H,SIDEWALK,HAND GUN,Adult Other,1000    MAPLE                        AV,
2372,5/1/2010 0:00,Central,BATTERY - SIMPLE ASSAULT,43,M,O,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,ALPINE                       ST,FIGUEROA                     ST
2373,5/1/2010 0:00,Central,VEHICLE - STOLEN,0,,,STREET,,Invest Cont,OLYMPIC,MAIN
2374,5/2/2010 0:00,Central,INTIMATE PARTNER - SIMPLE ASSAULT,31,M,H,RESTAURANT/FAST FOOD,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,500 S  OLIVE                        ST,
2375,5/2/2010 0:00,Central,VIOLATION OF COURT ORDER,56,M,B,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,Adult Arrest,600 E  5TH                          ST,
2376,5/2/2010 0:00,Central,THEFT PLAIN - PETTY ($950 & UNDER),58,F,B,"BUS DEPOT/TERMINAL, OTHER THAN MTA",,Invest Cont,800 N  ALAMEDA                      ST,
2377,5/1/2010 0:00,Central,BURGLARY FROM VEHICLE,32,F,O,STREET,,Invest Cont,500    COTTAGE HOME                 ST,
2378,5/2/2010 0:00,Central,BATTERY - SIMPLE ASSAULT,22,F,W,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,1000    EVERETT                      PL,
2379,5/2/2010 0:00,Central,SHOPLIFTING - PETTY THEFT ($950 & UNDER),19,M,H,OTHER STORE,,Invest Cont,400 S  BROADWAY,
2380,5/1/2010 0:00,Central,BURGLARY,30,F,O,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,Invest Cont,1100 S  GRAND                        AV,
2381,5/1/2010 0:00,Central,BATTERY - SIMPLE ASSAULT,24,M,W,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,100 S  VIGNES                       ST,
2382,5/2/2010 0:00,Central,BURGLARY FROM VEHICLE,28,M,O,STREET,,Invest Cont,2ND,FIGUEROA                     ST
2383,5/2/2010 0:00,Central,VIOLATION OF COURT ORDER,56,M,B,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,Invest Cont,600 E  5TH                          ST,
2384,5/2/2010 0:00,Central,"RAPE, FORCIBLE",86,F,W,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,1200 E  6TH                          ST,
2385,5/2/2010 0:00,Central,INTIMATE PARTNER - SIMPLE ASSAULT,23,M,W,STREET,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,1000    EVERETT                      PL,
2386,5/2/2010 0:00,Central,BURGLARY FROM VEHICLE,30,F,H,PARKING LOT,,Invest Cont,600 E  2ND                          ST,
2387,5/2/2010 0:00,Central,VANDALISM - MISDEAMEANOR ($399 OR UNDER),47,M,B,"VEHICLE, PASSENGER/TRUCK",,Invest Cont,400 S  CENTRAL                      AV,
2388,5/2/2010 0:00,Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",18,M,H,FREEWAY,SEMI-AUTOMATIC PISTOL,Invest Cont,LOS ANGELES                  FY,LOS ANGELES                  ST
2389,5/2/2010 0:00,Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",25,M,H,FREEWAY,SEMI-AUTOMATIC PISTOL,Invest Cont,LOS ANGELES                  FY,LOS ANGELES                  ST
2390,5/2/2010 0:00,Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",19,F,H,FREEWAY,SEMI-AUTOMATIC PISTOL,Invest Cont,LOS ANGELES                  FY,LOS ANGELES                  ST
2391,5/2/2010 0:00,Central,THEFT OF IDENTITY,35,F,H,SINGLE FAMILY DWELLING,,Invest Cont,100 W  2ND                          ST,
2392,8/5/2010 0:00,Rampart,VEHICLE - STOLEN,0,,,STREET,,Invest Cont,900 N  MADISON                      AV,
2393,5/2/2010 0:00,Central,OTHER MISCELLANEOUS CRIME,31,F,B,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,Invest Cont,1600 S  HOPE                         ST,
2394,5/2/2010 0:00,Central,THEFT PLAIN - PETTY ($950 & UNDER),19,M,H,OTHER STORE,,Adult Arrest,400 S  BROADWAY,
2395,5/2/2010 0:00,Central,BATTERY - SIMPLE ASSAULT,38,M,W,BAR/COCKTAIL/NIGHTCLUB,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,300 S  HILL                         ST,
2396,5/2/2010 0:00,Central,BURGLARY FROM VEHICLE,27,M,W,STREET,,Invest Cont,BROADWAY,SOLANO
2397,5/2/2010 0:00,Central,ROBBERY,16,M,H,BUS-CHARTER/PRIVATE,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,FIGUEROA,VENICE                       BL
2398,5/2/2010 0:00,Central,VANDALISM - MISDEAMEANOR ($399 OR UNDER),24,F,O,"VEHICLE, PASSENGER/TRUCK",,Invest Cont,3RD                          ST,ALAMEDA                      ST
2399,5/2/2010 0:00,Central,BATTERY - SIMPLE ASSAULT,28,M,H,OTHER BUSINESS,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,300 W  5TH                          ST,
2400,5/3/2010 0:00,Central,THEFT PLAIN - PETTY ($950 & UNDER),32,M,W,OTHER PREMISE,,Invest Cont,700 S  FIGUEROA                     ST,
2401,5/3/2010 0:00,Central,BURGLARY FROM VEHICLE,30,M,H,STREET,,Invest Cont,500    CASANOVA                     ST,
2402,5/2/2010 0:00,Central,VANDALISM - MISDEAMEANOR ($399 OR UNDER),21,F,H,"VEHICLE, PASSENGER/TRUCK",,Invest Cont,300 E  2ND                          ST,
2403,5/2/2010 0:00,Central,OTHER MISCELLANEOUS CRIME,45,F,W,HOTEL,,Invest Cont,100 W  5TH                          ST,
2404,5/2/2010 0:00,Central,BATTERY - SIMPLE ASSAULT,29,F,O,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,200 S  SAN PEDRO                    ST,
2405,5/3/2010 0:00,Central,CRIMINAL THREATS - NO WEAPON DISPLAYED,49,F,B,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",VERBAL THREAT,Adult Arrest,500 E  7TH                          ST,
2406,5/3/2010 0:00,Central,BATTERY - SIMPLE ASSAULT,25,F,B,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,6TH,SAN PEDRO
2407,5/3/2010 0:00,Central,BURGLARY,32,M,W,OTHER BUSINESS,,Invest Cont,200 W  14TH                         ST,
2408,5/3/2010 0:00,Central,SHOPLIFTING - PETTY THEFT ($950 & UNDER),18,M,H,OTHER STORE,,Adult Arrest,400 S  BROADWAY,
2409,5/3/2010 0:00,Central,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",24,F,W,OTHER PREMISE,,Invest Cont,600 S  SPRING                       ST,
2410,5/3/2010 0:00,Central,BURGLARY,44,F,W,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,Invest Cont,1000 S  FLOWER                       ST,
2411,5/3/2010 0:00,Central,THEFT PLAIN - PETTY ($950 & UNDER),45,F,B,OTHER RESIDENCE,,Invest Cont,500    WALL                         ST,
2412,5/3/2010 0:00,Central,DOCUMENT FORGERY / STOLEN FELONY,23,F,W,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,Invest Cont,300 W  5TH                          ST,
2413,5/3/2010 0:00,Central,ROBBERY,14,M,H,ALLEY,HAND GUN,Invest Cont,300 E  9TH                          ST,
2414,5/3/2010 0:00,Central,ROBBERY,18,M,H,SIDEWALK,HAND GUN,Invest Cont,1500 S  HOPE                         ST,
2415,5/3/2010 0:00,Central,ROBBERY,30,M,H,STREET,HAND GUN,Invest Cont,FIGUEROA,ALPINE
2416,5/3/2010 0:00,Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",26,M,H,STREET,BOTTLE,Invest Cont,300 W  6TH                          ST,
2417,5/3/2010 0:00,Central,THEFT PLAIN - PETTY ($950 & UNDER),0,M,H,OTHER BUSINESS,,Adult Arrest,400 S  BROADWAY,
2418,5/4/2010 0:00,Central,BATTERY - SIMPLE ASSAULT,48,M,O,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,600 S  SAN PEDRO                    ST,
2419,5/4/2010 0:00,Central,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",43,M,H,SIDEWALK,,Invest Cont,7TH                          ST,FRANCISCO                    ST
2420,5/4/2010 0:00,Central,BURGLARY FROM VEHICLE,20,M,W,PARKING LOT,,Invest Cont,5TH                          ST,HILL                         ST
2421,5/4/2010 0:00,Central,BURGLARY FROM VEHICLE,21,F,W,PARKING LOT,,Invest Cont,600 E  2ND                          ST,
2422,5/4/2010 0:00,Central,BURGLARY,55,M,W,RESTAURANT/FAST FOOD,,Invest Cont,1300 N  SPRING                       ST,
2423,5/3/2010 0:00,Central,BURGLARY,28,M,W,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,Invest Cont,100 W  7TH                          ST,
2424,5/4/2010 0:00,Central,INTIMATE PARTNER - SIMPLE ASSAULT,27,F,W,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,Adult Other,700    CORONEL                      ST,
2425,5/4/2010 0:00,Central,VEHICLE - STOLEN,0,,,STREET,,Invest Cont,6TH,CROCKER
2426,5/4/2010 0:00,Central,VANDALISM - MISDEAMEANOR ($399 OR UNDER),56,M,H,"VEHICLE, PASSENGER/TRUCK",,Invest Cont,900 W  TEMPLE                       ST,
2427,5/4/2010 0:00,Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",58,M,W,STREET,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,1000    ALPINE                       ST,
2428,5/4/2010 0:00,Central,BURGLARY FROM VEHICLE,39,M,H,PARKING LOT,,Invest Cont,600    MAPLE                        AV,
2429,5/4/2010 0:00,Central,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",28,M,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,Invest Cont,400 W  OLYMPIC                      BL,
2430,5/4/2010 0:00,Central,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",42,M,W,WAREHOUSE,,Invest Cont,200    CENTER                       ST,
2431,5/4/2010 0:00,Central,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",39,F,H,OFFICE BUILDING/OFFICE,,Invest Cont,900    WILSHIRE                     BL,
2432,5/4/2010 0:00,Central,"THEFT, PERSON",30,F,W,SIDEWALK,,Invest Cont,6TH                          ST,GLADYS
2433,5/4/2010 0:00,Central,BATTERY - SIMPLE ASSAULT,25,F,B,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,500 S  SAN PEDRO                    ST,
2434,5/4/2010 0:00,Central,OTHER MISCELLANEOUS CRIME,42,M,W,ALLEY,,Adult Arrest,1200    MAPLE                        AV,
2435,5/4/2010 0:00,Central,OTHER MISCELLANEOUS CRIME,42,M,W,ALLEY,,Adult Other,300 E  12TH                         ST,
2436,5/4/2010 0:00,Central,VEHICLE - STOLEN,0,,,PARKING LOT,,Invest Cont,PICO                         BL,CHERRY
2437,5/5/2010 0:00,Central,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",28,F,W,HOTEL,,Invest Cont,900 W  OLYMPIC                      BL,
2438,5/5/2010 0:00,Central,THEFT PLAIN - PETTY ($950 & UNDER),25,F,W,WAREHOUSE,,Invest Cont,500    SANTA FE                     AV,
2439,5/5/2010 0:00,Central,BURGLARY FROM VEHICLE,20,F,A,PARKING LOT,,Invest Cont,600 E  2ND                          ST,
2440,5/5/2010 0:00,Central,THEFT PLAIN - PETTY ($950 & UNDER),24,F,W,WAREHOUSE,,Invest Cont,500    SANTA FE                     AV,
2441,5/5/2010 0:00,Central,VIOLATION OF RESTRAINING ORDER,25,M,B,STREET,,Invest Cont,MAIN,OLYMPIC
2442,5/5/2010 0:00,Central,THEFT OF IDENTITY,58,F,W,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,Invest Cont,300 E  9TH                          ST,
2443,5/5/2010 0:00,Central,BATTERY - SIMPLE ASSAULT,30,F,A,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,700    NEW HIGH,
2444,5/5/2010 0:00,Central,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),22,F,B,STREET,,Invest Cont,FLOWER,WILSHIRE
2445,5/5/2010 0:00,Central,THEFT PLAIN - PETTY ($950 & UNDER),52,M,A,OTHER BUSINESS,,Invest Cont,200 N  MAIN                         ST,
2446,5/5/2010 0:00,Central,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",31,M,O,OFFICE BUILDING/OFFICE,,Invest Cont,500 S  HILL                         ST,
2447,5/5/2010 0:00,Central,VIOLATION OF COURT ORDER,49,F,W,"GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY)",,Adult Other,100 N  HILL                         ST,
2448,5/5/2010 0:00,Central,ROBBERY,41,M,H,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,FIGUEROA,PICO                         BL
2449,5/5/2010 0:00,Central,ROBBERY,30,M,O,JEWELRY STORE,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,700 S  BROADWAY,
2450,5/5/2010 0:00,Central,ROBBERY,28,M,H,OTHER BUSINESS,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,100 E  7TH                          ST,
2451,5/5/2010 0:00,Central,CRIMINAL HOMICIDE,65,M,W,SIDEWALK,OTHER KNIFE,Invest Cont,300 S  HILL                         ST,
2452,5/5/2010 0:00,Central,BATTERY WITH SEXUAL CONTACT,31,F,H,OTHER PREMISE,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,400 S  FIGUEROA                     ST,
2453,5/5/2010 0:00,Central,CRIMINAL THREATS - NO WEAPON DISPLAYED,50,F,W,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",VERBAL THREAT,Invest Cont,200 W  6TH                          ST,
2454,5/5/2010 0:00,Central,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",21,F,H,OTHER BUSINESS,,Invest Cont,300 W  2ND                          ST,
2456,5/5/2010 0:00,Central,THEFT PLAIN - PETTY ($950 & UNDER),53,M,O,MARKET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,300 S  ALAMEDA                      ST,
2457,5/5/2010 0:00,Central,VANDALISM - MISDEAMEANOR ($399 OR UNDER),19,F,B,"VEHICLE, PASSENGER/TRUCK",,Invest Cont,STANFORD,6TH                          ST
2458,5/5/2010 0:00,Central,BATTERY - SIMPLE ASSAULT,40,M,B,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,6TH,SAN PEDRO
2459,5/5/2010 0:00,Central,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",74,M,O,HEALTH SPA/GYM,,Invest Cont,5TH,FLOWER                       ST
2460,5/5/2010 0:00,Central,BURGLARY FROM VEHICLE,56,M,H,PARKING LOT,,Invest Cont,100    JUDGE JOHN A                 ST,
2461,5/5/2010 0:00,Central,BATTERY - SIMPLE ASSAULT,42,M,O,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,6TH                          ST,LOS ANGELES
2462,5/5/2010 0:00,Central,VIOLATION OF COURT ORDER,45,F,H,OTHER BUSINESS,,Invest Cont,FIGUEROA,OLYMPIC
2463,5/5/2010 0:00,Central,BATTERY - SIMPLE ASSAULT,50,M,O,"VEHICLE, PASSENGER/TRUCK","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,700 S  HOPE                         ST,
2464,5/6/2010 0:00,Central,VEHICLE - STOLEN,0,,,STREET,,Invest Cont,1300    MAGDALENA                    ST,
2465,5/5/2010 0:00,Central,BURGLARY FROM VEHICLE,35,M,K,GARAGE/CARPORT,,Invest Cont,200 S  FIGUEROA                     ST,
2466,4/17/2010 0:00,Central,OTHER MISCELLANEOUS CRIME,0,F,H,"GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY)",,Invest Cont,200 W  TEMPLE                       ST,
2467,5/6/2010 0:00,Central,VEHICLE - STOLEN,0,,,STREET,,Invest Cont,200 W  14TH                         ST,
2468,5/5/2010 0:00,Central,VIOLATION OF COURT ORDER,25,F,B,OTHER BUSINESS,,Invest Cont,200 W  TEMPLE                       ST,
2469,5/6/2010 0:00,Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",57,M,B,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,BLOOM,CARDINAL
2470,5/7/2010 0:00,Central,THEFT PLAIN - PETTY ($950 & UNDER),41,F,B,OTHER BUSINESS,,Invest Cont,1000 W  OLYMPIC                      BL,
2471,5/7/2010 0:00,Central,VEHICLE - STOLEN,0,,,STREET,,Invest Cont,900 E  3RD                          ST,
2472,5/7/2010 0:00,Central,VEHICLE - STOLEN,0,,,PARKING LOT,,Invest Cont,500 N  FIGUEROA                     ST,
2473,5/7/2010 0:00,Central,BATTERY - SIMPLE ASSAULT,62,M,B,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,5TH                          ST,LOS ANGELES                  ST
2474,5/7/2010 0:00,Central,BATTERY - SIMPLE ASSAULT,33,M,W,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,3RD                          ST,MAIN                         ST
2475,5/7/2010 0:00,Central,BATTERY - SIMPLE ASSAULT,46,M,H,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,3RD                          ST,MAIN                         ST
2476,5/7/2010 0:00,Central,CRIMINAL THREATS - NO WEAPON DISPLAYED,52,M,W,STREET,HAND GUN,Invest Cont,700    SAN JULIAN                   ST,
2477,5/7/2010 0:00,Central,BATTERY - SIMPLE ASSAULT,41,M,H,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,500 S  ALAMEDA                      ST,
2478,5/6/2010 0:00,Central,THEFT PLAIN - PETTY ($950 & UNDER),65,F,B,STREET,,Invest Cont,7TH,KOHLER                       ST
2479,5/6/2010 0:00,Central,TRESPASSING,39,F,H,OTHER PREMISE,,Invest Cont,400 S  SAN PEDRO                    ST,
2480,5/6/2010 0:00,Central,THEFT OF IDENTITY,58,F,O,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,Invest Cont,900    CENTENNIAL                   ST,
2481,5/6/2010 0:00,Central,THEFT PLAIN - PETTY ($950 & UNDER),22,M,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,Invest Cont,1100 S  GRAND                        AV,
2482,5/3/2010 0:00,Central,THEFT OF IDENTITY,32,F,B,SINGLE FAMILY DWELLING,,Invest Cont,200 W  2ND                          ST,
2483,5/7/2010 0:00,Central,DOCUMENT FORGERY / STOLEN FELONY,33,M,B,OTHER BUSINESS,,Invest Cont,300 S  GRAND                        AV,
2484,5/7/2010 0:00,Central,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",27,F,W,HEALTH SPA/GYM,,Invest Cont,5TH,FLOWER
2485,5/7/2010 0:00,Central,CRIMINAL THREATS - NO WEAPON DISPLAYED,0,M,B,OFFICE BUILDING/OFFICE,VERBAL THREAT,Adult Other,500    MAPLE                        AV,
2486,5/7/2010 0:00,Central,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",28,M,W,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,Invest Cont,1100 S  GRAND                        AV,
